Date,HSI,SI,PI,CI,DTI,CTI
"Oct 12, 2015",380,669,768,1551,783,
"Oct 09, 2015",380,672,761,1549,790,
"Oct 08, 2015",382,676,736,1598,786,
"Oct 07, 2015",384,681,709,1742,774,
"Oct 06, 2015",386,688,700,1860,754,
"Oct 05, 2015",390,691,699,1901,745,
"Oct 02, 2015",392,695,701,1931,725,
"Oct 01, 2015",396,703,704,1911,715,
"Sep 30, 2015",398,713,712,1936,698,
"Sep 29, 2015",400,724,725,2031,703,
"Sep 28, 2015",402,733,738,2075,706,
"Sep 25, 2015",408,738,744,2024,705,
"Sep 24, 2015",411,742,751,1911,697,
"Sep 23, 2015",414,749,761,1872,674,
"Sep 22, 2015",417,757,769,1873,671,
"Sep 21, 2015",421,762,769,2096,666,
"Sep 18, 2015",426,772,753,1995,658,
"Sep 17, 2015",431,783,727,1637,639,
"Sep 16, 2015",439,789,716,1264,626,
"Sep 15, 2015",445,799,720,1196,629,
"Sep 14, 2015",452,810,723,1185,635,
"Sep 11, 2015",460,824,735,1198,640,
"Sep 10, 2015",468,838,751,1202,642,
"Sep 09, 2015",472,848,776,1256,639,
"Sep 08, 2015",477,857,793,1286,640,
"Sep 07, 2015",482,870,812,1243,633,
"Sep 04, 2015",485,882,837,1187,628,
"Sep 03, 2015",483,896,870,1195,616,
"Sep 02, 2015",481,912,912,1194,609,
"Sep 01, 2015",480,925,949,1176,598,
"Aug 28, 2015",480,931,974,1071,593,
"Aug 27, 2015",479,933,1000,1051,595,
"Aug 26, 2015",477,934,1031,1089,601,
"Aug 25, 2015",473,933,1047,1248,611,
"Aug 24, 2015",469,930,1052,1403,622,
"Aug 21, 2015",464,924,1054,1559,632,
"Aug 20, 2015",460,920,1052,1679,644,
"Aug 19, 2015",453,915,1049,1773,654,
"Aug 18, 2015",449,908,1052,1838,665,
"Aug 17, 2015",449,905,1057,1913,668,
"Aug 14, 2015",449,901,1057,1884,673,
"Aug 13, 2015",448,899,1054,1875,673,
"Aug 12, 2015",447,900,1053,2107,677,
"Aug 11, 2015",446,901,1043,2367,694,
"Aug 10, 2015",443,904,1028,2499,708,
"Aug 07, 2015",438,904,1021,2512,713,
"Aug 06, 2015",432,901,1013,2514,726,
"Aug 05, 2015",427,899,1005,2604,735,
"Aug 04, 2015",425,900,1001,2512,742,
"Aug 03, 2015",424,899,1006,2308,755,
"Jul 31, 2015",423,892,1023,2209,763,
"Jul 30, 2015",422,898,1044,2116,776,
"Jul 29, 2015",423,903,1069,2103,792,
"Jul 28, 2015",425,903,1095,1990,803,
"Jul 27, 2015",427,899,1115,1935,813,
"Jul 24, 2015",428,896,1137,1896,817,
"Jul 23, 2015",431,889,1161,1924,826,
"Jul 22, 2015",433,875,1179,1952,849,
"Jul 21, 2015",432,862,1179,1935,854,
"Jul 20, 2015",431,846,1170,1763,846,
"Jul 17, 2015",427,823,1162,1712,840,
"Jul 16, 2015",417,801,1149,1611,824,
"Jul 15, 2015",409,784,1122,1462,820,
"Jul 14, 2015",399,774,1096,1394,827,
"Jul 13, 2015",391,767,1076,1389,835,
"Jul 10, 2015",384,759,1052,1318,857,
"Jul 09, 2015",377,750,1016,1279,870,
"Jul 08, 2015",373,742,973,1278,888,
"Jul 07, 2015",367,723,945,1285,903,
"Jul 06, 2015",362,716,927,1266,916,
"Jul 03, 2015",361,712,908,1249,936,
"Jul 02, 2015",360,713,883,1226,952,
"Jul 01, 2015",360,715,858,1251,972,
"Jun 30, 2015",361,722,845,1292,989,
"Jun 29, 2015",361,723,838,1346,1026,
"Jun 26, 2015",362,723,833,1393,1054,
"Jun 25, 2015",361,723,827,1432,1066,
"Jun 24, 2015",359,721,829,1428,1070,
"Jun 23, 2015",358,722,834,1300,1046,
"Jun 22, 2015",355,721,845,1248,1025,
"Jun 19, 2015",355,715,851,1241,1011,
"Jun 18, 2015",351,706,847,1234,969,
"Jun 17, 2015",349,695,817,1045,931,
"Jun 16, 2015",345,685,772,904,917,
"Jun 15, 2015",341,678,742,840,917,
"Jun 12, 2015",338,669,719,820,908,
"Jun 11, 2015",336,661,696,810,910,
"Jun 10, 2015",333,654,662,816,914,
"Jun 09, 2015",331,655,630,834,887,
"Jun 08, 2015",331,656,608,856,874,
"Jun 05, 2015",332,654,596,865,863,
"Jun 04, 2015",333,654,570,818,859,
"Jun 03, 2015",332,653,544,821,848,
"Jun 02, 2015",332,652,528,821,848,
"Jun 01, 2015",332,647,522,804,856,
"May 29, 2015",331,642,524,810,865,
"May 28, 2015",328,635,525,817,868,
"May 27, 2015",327,631,530,823,883,
"May 26, 2015",327,627,540,806,901,
"May 22, 2015",327,624,549,816,918,
"May 21, 2015",327,623,556,844,938,
"May 20, 2015",326,625,565,889,892,
"May 19, 2015",325,626,574,923,846,
"May 18, 2015",326,628,578,950,829,
"May 15, 2015",327,626,579,954,806,
"May 14, 2015",326,624,580,972,761,
"May 13, 2015",326,619,584,942,748,
"May 12, 2015",327,617,583,731,746,
"May 11, 2015",328,618,586,660,753,
"May 08, 2015",329,618,594,616,744,
"May 07, 2015",331,618,603,594,741,
"May 06, 2015",332,618,618,574,745,
"May 05, 2015",335,621,633,571,749,
"May 01, 2015",340,625,647,574,754,
"Apr 30, 2015",343,627,658,565,768,
"Apr 29, 2015",345,628,673,558,772,
"Apr 28, 2015",346,626,685,551,773,
"Apr 27, 2015",347,624,687,546,778,
"Apr 24, 2015",348,621,685,545,784,
"Apr 23, 2015",351,620,680,543,792,
"Apr 22, 2015",355,619,669,544,801,
"Apr 21, 2015",355,618,659,549,805,
"Apr 20, 2015",357,619,646,537,799,
"Apr 17, 2015",358,612,642,532,800,
"Apr 16, 2015",360,608,636,521,798,
"Apr 15, 2015",362,608,626,494,790,
"Apr 14, 2015",366,609,619,470,778,
"Apr 13, 2015",369,613,609,460,772,
"Apr 10, 2015",373,617,600,466,771,
"Apr 09, 2015",379,624,591,461,764,
"Apr 08, 2015",382,631,585,450,776,
"Apr 07, 2015",385,636,584,448,795,
"Apr 02, 2015",386,646,589,454,804,
"Apr 01, 2015",389,650,596,463,809,
"Mar 31, 2015",392,649,598,475,792,
"Mar 30, 2015",393,647,600,460,801,
"Mar 27, 2015",390,648,597,456,811,
"Mar 26, 2015",390,648,599,456,813,
"Mar 25, 2015",390,645,602,455,803,
"Mar 24, 2015",388,640,609,448,786,
"Mar 23, 2015",386,635,617,435,769,
"Mar 20, 2015",384,627,617,423,772,
"Mar 19, 2015",383,623,613,407,783,
"Mar 18, 2015",378,616,604,357,796,
"Mar 17, 2015",375,611,595,366,809,
"Mar 16, 2015",370,606,588,372,812,
"Mar 13, 2015",368,596,585,378,816,
"Mar 12, 2015",364,589,586,394,818,
"Mar 11, 2015",361,580,588,431,827,
"Mar 10, 2015",357,573,591,457,837,
"Mar 09, 2015",356,566,590,468,848,
"Mar 06, 2015",352,560,587,470,851,
"Mar 05, 2015",348,550,583,464,844,
"Mar 04, 2015",338,541,576,478,835,
"Mar 03, 2015",327,528,564,490,835,
"Mar 02, 2015",318,515,551,516,841,
"Feb 27, 2015",308,506,540,521,837,
"Feb 26, 2015",300,496,531,525,838,
"Feb 25, 2015",289,490,519,529,838,
"Feb 24, 2015",274,492,514,534,838,
"Feb 23, 2015",266,490,512,543,840,
"Feb 20, 2015",270,483,514,542,841,
"Feb 19, 2015",267,478,516,539,845,
"Feb 18, 2015",260,480,514,564,841,
"Feb 17, 2015",261,480,508,589,853,
"Feb 16, 2015",263,486,505,614,863,
"Feb 13, 2015",268,496,499,630,867,
"Feb 12, 2015",273,508,489,652,870,
"Feb 11, 2015",281,516,469,700,886,
"Feb 10, 2015",289,523,446,711,900,
"Feb 09, 2015",295,530,434,687,920,
"Feb 06, 2015",301,538,430,689,922,
"Feb 05, 2015",309,545,428,680,910,
"Feb 04, 2015",321,556,437,669,904,
"Feb 03, 2015",326,567,454,663,894,
"Feb 02, 2015",332,585,480,665,863,
"Jan 30, 2015",340,599,508,679,868,
"Jan 29, 2015",348,618,550,725,870,
"Jan 28, 2015",356,632,620,785,878,
"Jan 27, 2015",364,642,648,831,889,
"Jan 26, 2015",373,650,669,857,917,
"Jan 23, 2015",380,659,685,887,934,
"Jan 22, 2015",392,673,704,965,946,
"Jan 21, 2015",402,684,725,971,953,
"Jan 20, 2015",410,699,741,752,948,
"Jan 19, 2015",415,716,751,662,950,
"Jan 16, 2015",418,735,759,620,942,
"Jan 15, 2015",425,752,766,585,937,
"Jan 14, 2015",429,763,766,557,933,
"Jan 13, 2015",435,778,766,537,914,
"Jan 12, 2015",441,800,762,373,905,
"Jan 09, 2015",446,820,764,311,895,
"Jan 08, 2015",455,843,776,335,884,
"Jan 07, 2015",466,861,780,397,884,
"Jan 06, 2015",479,873,794,432,884,
"Jan 05, 2015",482,884,811,442,885,
"Jan 02, 2015",488,887,827,456,862,
"Dec 24, 2014",495,897,856,474,862,
"Dec 23, 2014",495,906,872,472,872,
"Dec 22, 2014",495,917,891,480,877,
"Dec 19, 2014",497,925,907,488,881,
"Dec 18, 2014",496,932,929,517,888,
"Dec 17, 2014",496,942,945,571,886,
"Dec 16, 2014",495,947,961,617,871,
"Dec 15, 2014",493,950,980,659,857,
"Dec 12, 2014",493,953,1001,763,842,
"Dec 11, 2014",492,960,1026,879,835,
"Dec 10, 2014",494,966,1047,979,824,
"Dec 09, 2014",497,969,1066,1075,818,
"Dec 08, 2014",497,971,1081,1165,815,
"Dec 05, 2014",499,980,1088,1282,818,
"Dec 04, 2014",498,984,1097,1452,826,
"Dec 03, 2014",498,987,1108,1677,833,
"Dec 02, 2014",495,989,1119,1898,851,
"Dec 01, 2014",492,986,1124,2025,866,
"Nov 28, 2014",491,984,1120,2151,893,
"Nov 27, 2014",487,980,1099,2347,939,
"Nov 26, 2014",482,970,1073,2612,947,
"Nov 25, 2014",476,956,1064,2963,960,
"Nov 24, 2014",469,942,1059,2975,975,
"Nov 21, 2014",462,926,1055,3038,973,
"Nov 20, 2014",457,904,1053,3130,964,
"Nov 19, 2014",455,881,1055,3127,937,
"Nov 18, 2014",453,875,1061,3106,909,
"Nov 17, 2014",451,875,1069,2971,871,
"Nov 14, 2014",450,873,1089,2931,865,
"Nov 13, 2014",451,873,1112,2972,843,
"Nov 12, 2014",451,876,1133,3229,835,
"Nov 11, 2014",451,879,1150,3419,839,
"Nov 10, 2014",451,881,1168,3613,839,
"Nov 07, 2014",454,886,1183,3661,833,
"Nov 06, 2014",455,888,1205,3612,825,
"Nov 05, 2014",457,888,1224,3702,820,
"Nov 04, 2014",458,889,1238,3781,813,
"Nov 03, 2014",463,892,1241,3640,809,
"Oct 31, 2014",467,891,1233,3552,795,
"Oct 30, 2014",472,896,1222,3534,777,
"Oct 29, 2014",476,898,1202,3560,754,
"Oct 28, 2014",481,899,1172,3436,735,
"Oct 27, 2014",485,900,1137,2852,716,
"Oct 24, 2014",489,906,1121,2422,699,
"Oct 23, 2014",491,907,1099,2258,699,
"Oct 22, 2014",496,911,1066,2186,703,
"Oct 21, 2014",498,916,1032,2003,702,
"Oct 20, 2014",498,923,995,1512,700,
"Oct 17, 2014",501,933,966,1362,698,
"Oct 16, 2014",503,944,940,1315,694,
"Oct 15, 2014",506,952,909,1376,689,
"Oct 14, 2014",510,959,885,1485,683,
"Oct 13, 2014",513,970,868,1521,678,
"Oct 10, 2014",516,980,865,1544,674,
"Oct 09, 2014",520,993,864,1580,664,
"Oct 08, 2014",523,1007,869,1632,657,
"Oct 07, 2014",528,1017,884,1698,649,
"Oct 06, 2014",530,1028,889,1735,645,
"Oct 03, 2014",530,1033,887,1758,639,
"Oct 02, 2014",531,1045,878,1788,639,
"Oct 01, 2014",531,1051,854,1853,623,
"Sep 30, 2014",529,1054,826,1915,613,
"Sep 29, 2014",528,1053,812,1922,611,
"Sep 26, 2014",526,1046,807,1852,608,
"Sep 25, 2014",525,1045,799,1837,605,
"Sep 24, 2014",521,1041,798,1967,604,
"Sep 23, 2014",513,1032,800,2077,607,
"Sep 22, 2014",505,1029,809,2118,612,
"Sep 19, 2014",498,1030,814,2112,615,
"Sep 18, 2014",494,1031,819,2192,625,
"Sep 17, 2014",488,1028,829,2342,630,
"Sep 16, 2014",484,1016,843,2442,635,
"Sep 15, 2014",479,1006,860,2523,640,
"Sep 12, 2014",477,1000,875,2546,645,
"Sep 11, 2014",476,1003,895,2570,652,
"Sep 10, 2014",474,1001,916,2602,660,
"Sep 09, 2014",472,995,940,2596,665,
"Sep 08, 2014",472,997,940,2519,674,
"Sep 05, 2014",469,993,931,2483,677,
"Sep 04, 2014",466,988,927,2464,682,
"Sep 03, 2014",462,983,919,2489,687,
"Sep 02, 2014",456,977,903,2568,693,
"Sep 01, 2014",450,970,888,2606,699,
"Aug 29, 2014",442,963,871,2627,722,
"Aug 28, 2014",437,952,842,2551,735,
"Aug 27, 2014",427,944,811,2366,742,
"Aug 26, 2014",420,937,808,2430,759,
"Aug 22, 2014",413,925,812,2535,761,
"Aug 21, 2014",406,912,818,2578,768,
"Aug 20, 2014",399,902,828,2380,759,
"Aug 19, 2014",394,889,837,2256,749,
"Aug 18, 2014",387,877,836,2254,747,
"Aug 15, 2014",382,861,803,2151,748,
"Aug 14, 2014",376,845,739,1882,753,
"Aug 13, 2014",373,829,674,1546,762,
"Aug 12, 2014",370,819,651,1350,793,
"Aug 11, 2014",366,804,634,1197,807,
"Aug 08, 2014",363,785,624,1166,811,
"Aug 07, 2014",360,767,616,1150,794,
"Aug 06, 2014",358,753,609,1153,800,
"Aug 05, 2014",357,740,609,1163,815,
"Aug 04, 2014",356,728,610,1178,826,
"Aug 01, 2014",357,716,611,1176,833,
"Jul 31, 2014",355,704,619,1195,842,
"Jul 30, 2014",356,688,625,1200,848,
"Jul 29, 2014",357,684,624,1195,862,
"Jul 28, 2014",358,679,616,1187,891,
"Jul 25, 2014",357,666,606,1193,931,
"Jul 24, 2014",358,661,596,1201,946,
"Jul 23, 2014",361,661,584,1198,955,
"Jul 22, 2014",364,659,576,1191,918,
"Jul 21, 2014",369,659,576,1194,906,
"Jul 18, 2014",372,660,586,1235,896,
"Jul 17, 2014",373,666,603,1248,884,
"Jul 16, 2014",377,671,621,1289,820,
"Jul 15, 2014",380,675,644,1377,796,
"Jul 14, 2014",385,679,666,1422,786,
"Jul 11, 2014",390,681,679,1465,774,
"Jul 10, 2014",393,684,702,1523,752,
"Jul 09, 2014",397,687,710,1648,739,
"Jul 08, 2014",400,686,704,1755,736,
"Jul 07, 2014",402,682,680,1808,741,
"Jul 04, 2014",403,680,640,1864,750,
"Jul 03, 2014",404,677,557,1935,747,
"Jul 02, 2014",408,676,485,1999,728,
"Jul 01, 2014",409,675,446,2045,724,
"Jun 30, 2014",413,678,423,1871,721,
"Jun 27, 2014",420,679,419,1773,723,
"Jun 26, 2014",427,687,423,1748,717,
"Jun 25, 2014",433,694,433,1799,717,
"Jun 24, 2014",438,701,446,1848,717,
"Jun 23, 2014",440,704,452,1896,715,
"Jun 20, 2014",441,708,461,1950,712,
"Jun 19, 2014",442,715,474,1919,672,
"Jun 18, 2014",443,724,492,1767,650,
"Jun 17, 2014",446,740,514,1676,641,
"Jun 16, 2014",450,748,542,1695,641,
"Jun 13, 2014",459,760,582,1730,635,
"Jun 12, 2014",465,774,635,1792,637,
"Jun 11, 2014",469,787,678,1864,637,
"Jun 10, 2014",475,797,699,1903,636,
"Jun 09, 2014",478,802,713,1846,635,
"Jun 06, 2014",481,811,727,1793,630,
"Jun 05, 2014",482,821,758,1689,635,
"Jun 04, 2014",484,829,786,1604,641,
"Jun 03, 2014",485,829,816,1545,651,
"Jun 02, 2014",485,830,846,1429,657,
"May 30, 2014",485,839,872,1395,667,
"May 29, 2014",484,846,904,1379,674,
"May 28, 2014",481,855,940,1405,682,
"May 27, 2014",481,866,971,1457,691,
"May 23, 2014",480,872,1001,1358,684,
"May 22, 2014",480,884,1028,1302,669,
"May 21, 2014",480,891,1056,1354,651,
"May 20, 2014",482,896,1061,1431,649,
"May 19, 2014",483,899,1054,1494,652,
"May 16, 2014",485,901,1041,1530,656,
"May 15, 2014",490,904,1016,1546,657,
"May 14, 2014",497,904,969,1496,658,
"May 13, 2014",502,905,933,1453,661,
"May 12, 2014",504,909,910,1483,664,
"May 09, 2014",506,918,898,1541,665,
"May 08, 2014",508,920,879,1613,655,
"May 07, 2014",509,917,869,1681,648,
"May 06, 2014",510,915,866,1691,647,
"May 02, 2014",510,915,865,1829,644,
"May 01, 2014",514,919,871,1716,648,
"Apr 30, 2014",513,922,871,1600,651,
"Apr 29, 2014",515,916,872,1613,655,
"Apr 28, 2014",517,912,868,1668,657,
"Apr 25, 2014",517,909,864,1696,658,
"Apr 24, 2014",520,911,852,1692,666,
"Apr 23, 2014",524,909,840,1674,673,
"Apr 22, 2014",528,908,828,1616,677,
"Apr 17, 2014",533,909,812,1591,686,
"Apr 16, 2014",536,916,792,1613,693,
"Apr 15, 2014",543,921,777,1724,690,
"Apr 14, 2014",549,927,778,1765,693,
"Apr 11, 2014",556,936,782,1789,692,
"Apr 10, 2014",562,949,787,1865,693,
"Apr 09, 2014",571,965,794,1946,691,
"Apr 08, 2014",580,982,801,2029,696,
"Apr 07, 2014",588,1003,812,2293,696,
"Apr 04, 2014",598,1025,822,2306,688,
"Apr 03, 2014",610,1047,836,2343,691,
"Apr 02, 2014",621,1068,867,2418,694,
"Apr 01, 2014",632,1090,897,2505,700,
"Mar 31, 2014",642,1115,942,2573,705,
"Mar 28, 2014",649,1139,978,2557,709,
"Mar 27, 2014",659,1180,1018,2579,711,
"Mar 26, 2014",672,1201,1062,2761,711,
"Mar 25, 2014",676,1207,1088,2993,712,
"Mar 24, 2014",676,1209,1107,3055,712,
"Mar 21, 2014",674,1205,1112,3036,711,
"Mar 20, 2014",671,1200,1120,3129,699,
"Mar 19, 2014",667,1198,1120,2982,695,
"Mar 18, 2014",668,1191,1118,2818,682,
"Mar 17, 2014",671,1183,1116,2691,679,
"Mar 14, 2014",671,1173,1113,2677,676,
"Mar 13, 2014",668,1159,1106,2654,678,
"Mar 12, 2014",668,1149,1102,2600,681,
"Mar 11, 2014",666,1137,1104,3045,692,
"Mar 10, 2014",663,1131,1088,3023,689,
"Mar 07, 2014",663,1122,1075,2980,695,
"Mar 06, 2014",663,1116,1056,2830,702,
"Mar 05, 2014",661,1115,1053,2596,711,
"Mar 04, 2014",662,1107,1062,2326,717,
"Mar 03, 2014",666,1103,1080,2180,726,
"Feb 28, 2014",669,1100,1099,2084,737,
"Feb 27, 2014",673,1097,1123,2049,741,
"Feb 26, 2014",674,1096,1154,1912,750,
"Feb 25, 2014",679,1096,1187,1775,753,
"Feb 24, 2014",679,1098,1222,1707,761,
"Feb 21, 2014",677,1087,1244,1701,770,
"Feb 20, 2014",676,1068,1261,1680,772,
"Feb 19, 2014",678,1049,1282,1690,783,
"Feb 18, 2014",677,1026,1298,1667,802,
"Feb 17, 2014",676,998,1308,1625,811,
"Feb 14, 2014",671,965,1311,1554,818,
"Feb 13, 2014",668,938,1313,1557,829,
"Feb 12, 2014",665,928,1324,1548,846,
"Feb 11, 2014",667,929,1322,1581,852,
"Feb 10, 2014",669,929,1305,1611,853,
"Feb 07, 2014",674,937,1304,1588,866,
"Feb 06, 2014",676,948,1307,1575,890,
"Feb 05, 2014",677,961,1307,1544,926,
"Feb 04, 2014",681,975,1313,1513,958,
"Feb 03, 2014",682,996,1326,1516,1005,
"Jan 31, 2014",684,1018,1337,1524,1037,
"Jan 30, 2014",691,1056,1347,1527,1065,
"Jan 29, 2014",700,1079,1369,1531,1099,
"Jan 28, 2014",705,1098,1387,1577,1132,
"Jan 27, 2014",708,1112,1413,1673,1186,
"Jan 24, 2014",712,1121,1437,1723,1243,
"Jan 23, 2014",715,1130,1468,1775,1323,
"Jan 22, 2014",715,1141,1496,1880,1340,
"Jan 21, 2014",715,1154,1530,1973,1344,
"Jan 20, 2014",719,1165,1552,2082,1273,
"Jan 17, 2014",719,1175,1564,2026,1222,
"Jan 16, 2014",722,1182,1570,1929,1142,
"Jan 15, 2014",724,1189,1572,1862,1090,
"Jan 14, 2014",725,1191,1580,1832,1053,
"Jan 13, 2014",726,1190,1598,1857,1051,
"Jan 10, 2014",730,1188,1621,2101,1041,
"Jan 09, 2014",735,1191,1645,2500,1026,
"Jan 08, 2014",741,1204,1672,2818,1014,
"Jan 07, 2014",744,1239,1692,3017,1006,
"Jan 06, 2014",750,1276,1724,3287,1026,
"Jan 03, 2014",763,1330,1750,3531,1021,
"Jan 02, 2014",773,1453,1780,3733,997,
"Dec 24, 2013",801,1468,1825,4078,997,
"Dec 23, 2013",805,1482,1835,3996,932,
"Dec 20, 2013",811,1499,1858,3875,897,
"Dec 19, 2013",818,1517,1883,3596,870,
"Dec 18, 2013",820,1541,1946,3638,853,
"Dec 17, 2013",821,1546,2025,3818,829,
"Dec 16, 2013",817,1553,2082,4065,823,
"Dec 13, 2013",814,1562,2096,4246,804,
"Dec 12, 2013",810,1560,2085,4291,795,
"Dec 11, 2013",803,1554,2050,4210,780,
"Dec 10, 2013",796,1557,1997,4011,759,
"Dec 09, 2013",792,1552,1955,3831,740,
"Dec 06, 2013",789,1531,1923,3842,709,
"Dec 05, 2013",786,1522,1867,3843,699,
"Dec 04, 2013",782,1507,1795,3481,694,
"Dec 03, 2013",776,1488,1741,3316,680,
"Dec 02, 2013",771,1475,1695,3194,674,
"Nov 29, 2013",764,1458,1665,3089,673,
"Nov 28, 2013",757,1441,1613,2848,666,
"Nov 27, 2013",745,1418,1510,2496,653,
"Nov 26, 2013",737,1404,1427,2399,652,
"Nov 25, 2013",732,1393,1387,2391,652,
"Nov 22, 2013",728,1378,1362,2390,652,
"Nov 21, 2013",721,1371,1345,2447,655,
"Nov 20, 2013",715,1363,1346,2511,650,
"Nov 19, 2013",708,1360,1353,2366,647,
"Nov 18, 2013",705,1354,1382,2366,642,
"Nov 15, 2013",703,1339,1409,2377,647,
"Nov 14, 2013",699,1325,1438,2397,643,
"Nov 13, 2013",696,1321,1474,2455,639,
"Nov 12, 2013",693,1320,1510,2473,635,
"Nov 11, 2013",692,1315,1542,2506,635,
"Nov 08, 2013",690,1305,1565,2514,631,
"Nov 07, 2013",685,1291,1594,2533,623,
"Nov 06, 2013",681,1285,1614,2554,615,
"Nov 05, 2013",678,1280,1617,2553,608,
"Nov 04, 2013",673,1273,1612,2400,604,
"Nov 01, 2013",669,1269,1631,2316,595,
"Oct 31, 2013",665,1268,1667,2245,591,
"Oct 30, 2013",660,1266,1716,2164,596,
"Oct 29, 2013",656,1260,1790,2340,599,
"Oct 28, 2013",653,1258,1855,2526,600,
"Oct 25, 2013",649,1252,1904,2681,596,
"Oct 24, 2013",644,1243,1959,2775,614,
"Oct 23, 2013",639,1228,2010,2943,617,
"Oct 22, 2013",636,1221,2038,3110,621,
"Oct 21, 2013",635,1213,2054,3200,621,
"Oct 18, 2013",634,1206,2060,3264,617,
"Oct 17, 2013",632,1199,2059,3451,607,
"Oct 16, 2013",634,1186,2030,3478,589,
"Oct 15, 2013",637,1185,2021,3469,586,
"Oct 14, 2013",634,1182,2020,3455,587,
"Oct 11, 2013",632,1175,2024,3527,591,
"Oct 10, 2013",630,1162,2027,3621,595,
"Oct 09, 2013",629,1145,2016,3959,601,
"Oct 08, 2013",622,1127,1989,4085,599,
"Oct 07, 2013",618,1113,1947,4020,601,
"Oct 04, 2013",609,1101,1914,3943,594,
"Oct 03, 2013",602,1093,1862,3878,587,
"Oct 02, 2013",599,1087,1813,3810,586,
"Oct 01, 2013",597,1079,1786,3816,584,
"Sep 30, 2013",597,1069,1795,3853,586,
"Sep 27, 2013",594,1046,1800,3967,587,
"Sep 26, 2013",585,1012,1794,4193,588,
"Sep 25, 2013",576,986,1745,4329,586,
"Sep 24, 2013",567,971,1602,4253,585,
"Sep 23, 2013",561,964,1509,4111,589,
"Sep 20, 2013",558,951,1453,4018,580,
"Sep 19, 2013",554,942,1415,3924,580,
"Sep 18, 2013",549,934,1385,3838,582,
"Sep 17, 2013",548,936,1349,3691,582,
"Sep 16, 2013",547,940,1321,3480,583,
"Sep 13, 2013",544,946,1306,3446,585,
"Sep 12, 2013",545,954,1278,3397,583,
"Sep 11, 2013",543,958,1241,3431,583,
"Sep 10, 2013",542,965,1186,3255,587,
"Sep 09, 2013",540,959,1105,3113,593,
"Sep 06, 2013",537,952,1020,2799,598,
"Sep 05, 2013",534,943,961,2660,604,
"Sep 04, 2013",535,939,933,2445,608,
"Sep 03, 2013",534,939,921,2344,618,
"Sep 02, 2013",534,939,912,2263,622,
"Aug 30, 2013",531,937,907,2243,630,
"Aug 29, 2013",530,934,904,2256,642,
"Aug 28, 2013",531,929,901,2284,645,
"Aug 27, 2013",531,927,904,2335,658,
"Aug 23, 2013",528,925,903,2312,663,
"Aug 22, 2013",525,920,904,2284,663,
"Aug 21, 2013",522,919,905,2268,653,
"Aug 20, 2013",520,917,912,2218,647,
"Aug 19, 2013",519,916,917,2140,644,
"Aug 16, 2013",517,913,923,2112,645,
"Aug 15, 2013",517,910,926,2099,642,
"Aug 14, 2013",518,909,928,2021,631,
"Aug 13, 2013",516,910,933,1846,631,
"Aug 12, 2013",518,911,940,1805,632,
"Aug 09, 2013",521,913,948,1813,629,
"Aug 08, 2013",522,911,962,1829,621,
"Aug 07, 2013",525,907,977,1853,618,
"Aug 06, 2013",526,908,992,1907,618,
"Aug 05, 2013",527,908,1009,1939,618,
"Aug 02, 2013",529,909,1021,1950,618,
"Aug 01, 2013",530,912,1041,1935,624,
"Jul 31, 2013",531,916,1057,1881,638,
"Jul 30, 2013",532,919,1075,1856,650,
"Jul 29, 2013",534,917,1090,1864,653,
"Jul 26, 2013",534,917,1104,1873,650,
"Jul 25, 2013",535,914,1123,1890,646,
"Jul 24, 2013",539,907,1145,1936,649,
"Jul 23, 2013",539,902,1159,1956,650,
"Jul 22, 2013",541,898,1170,1978,650,
"Jul 19, 2013",544,897,1172,1987,630,
"Jul 18, 2013",550,894,1165,2006,617,
"Jul 17, 2013",556,895,1153,2034,609,
"Jul 16, 2013",559,894,1136,2044,611,
"Jul 15, 2013",560,897,1118,2052,612,
"Jul 12, 2013",561,901,1097,2058,613,
"Jul 11, 2013",561,904,1062,2047,611,
"Jul 10, 2013",564,911,1024,2037,609,
"Jul 09, 2013",566,920,1006,2012,606,
"Jul 08, 2013",568,924,1002,1977,603,
"Jul 05, 2013",568,932,1008,1929,598,
"Jul 04, 2013",568,943,1012,1936,589,
"Jul 03, 2013",569,952,1017,2020,587,
"Jul 02, 2013",569,954,1016,2134,580,
"Jul 01, 2013",566,954,1014,2176,577,
"Jun 28, 2013",564,950,1007,2165,577,
"Jun 27, 2013",558,944,994,2120,577,
"Jun 26, 2013",554,937,976,2061,580,
"Jun 25, 2013",552,930,959,1959,583,
"Jun 24, 2013",552,923,937,1912,584,
"Jun 21, 2013",552,916,927,1822,580,
"Jun 20, 2013",548,909,920,1792,580,
"Jun 19, 2013",547,903,909,1757,583,
"Jun 18, 2013",544,900,892,1674,586,
"Jun 17, 2013",539,900,878,1588,587,
"Jun 14, 2013",533,895,859,1537,590,
"Jun 13, 2013",528,895,833,1484,594,
"Jun 12, 2013",525,892,808,1427,601,
"Jun 11, 2013",525,890,777,1379,603,
"Jun 10, 2013",525,889,766,1359,602,
"Jun 07, 2013",524,885,764,1352,605,
"Jun 06, 2013",521,880,764,1344,608,
"Jun 05, 2013",521,877,768,1335,609,
"Jun 04, 2013",526,873,776,1338,610,
"Jun 03, 2013",529,871,786,1333,612,
"May 31, 2013",533,865,795,1336,614,
"May 30, 2013",537,859,806,1339,614,
"May 29, 2013",543,858,821,1348,609,
"May 28, 2013",545,857,838,1346,606,
"May 24, 2013",546,855,854,1350,604,
